url,status,title,address_street,area,quartos,suite,banheiros,vagas,andar,pet,mobiliado,metro_proximo,Aluguel,Condomínio,IPTU,Seguro incêndio,Taxa de serviço,Total
https://www.quintoandar.com.br/imovel/893031485/alugar/casa-2-quartos-jaguare-sao-paulo?from_route=%22search_results%22&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A42%2C%22personalization%22%3Atrue%7D,success,"Casa para alugar com 65m², 2 quartos e 1 vaga",Rua Bartolomeu de Ribeira,65,2,0,2,1.0,,sim,não,não,R$ 2.530,Incluso,R$ 123,R$ 42,R$ 65,R$ 2.760
https://www.quintoandar.com.br/imovel/893278790/alugar/apartamento-3-quartos-vila-yara-osasco?from_route=%22search_results%22&house_tags=rentPriceDecreased&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A166%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 80m², 3 quartos e 1 vaga",,80,3,0,1,1.0,4° a 7° andar,sim,não,não,R$ 2.035,R$ 700,R$ 265,R$ 26,R$ 52,R$ 3.078
https://www.quintoandar.com.br/imovel/895092135/alugar/apartamento-1-quarto-vila-butanta-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&house_tags=newAd&house_tags=rentPriceDecreased&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A248%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 24m², 1 quarto e sem vaga",Condomínios em São Paulo,24,1,1,1,,4° a 7° andar,não,não,não,R$ 1.920,R$ 304,R$ 32,R$ 25,R$ 49,R$ 2.330
https://www.quintoandar.com.br/imovel/894345063/alugar/apartamento-1-quarto-vila-leopoldina-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A66%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 70m², 1 quarto e 1 vaga",Avenida Mofarrej,70,1,0,1,1.0,16° a 19° andar,sim,sim,sim,R$ 4.579,R$ 758,R$ 50,R$ 59,R$ 118,R$ 5.564
https://www.quintoandar.com.br/imovel/894668751/alugar/casa-3-quartos-remedios-osasco?from_route=%22search_results%22&house_tags=exclusivity&house_tags=newAd&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A412%2C%22personalization%22%3Atrue%7D,success,"Casa para alugar com 260m², 3 quartos e 2 vagas",Rua Humberto Casari,260,3,3,4,2.0,,sim,não,não,R$ 5.800,Incluso,R$ 150,R$ 96,R$ 150,R$ 6.196
https://www.quintoandar.com.br/imovel/894916512/alugar/casa-3-quartos-bela-alianca-sao-paulo?from_route=%22search_results%22&house_tags=rentPriceDecreased&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A451%2C%22personalization%22%3Atrue%7D,success,"Casa para alugar com 340m², 3 quartos e 4 vagas",Rua Belmonte,340,3,1,5,4.0,,sim,não,sim,R$ 7.880,Incluso,R$ 1.600,R$ 131,R$ 204,R$ 9.815
https://www.quintoandar.com.br/imovel/895027524/alugar/apartamento-1-quarto-vila-dalva-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&house_tags=rentPriceDecreased&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A392%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 25m², 1 quarto e sem vaga",Condomínios em São Paulo,25,1,0,1,,Até 3° andar,sim,não,não,R$ 1.190,Incluso,R$ 40,R$ 16,R$ 30,R$ 1.276
https://www.quintoandar.com.br/imovel/895012434/alugar/kitnet-1-quarto-vila-butanta-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&house_tags=rentPriceDecreased&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A256%2C%22personalization%22%3Atrue%7D,success,"Studio para alugar com 27m², 1 quarto e sem vaga",Condomínios em São Paulo,27,1,1,1,,16° a 19° andar,sim,não,não,R$ 2.100,R$ 360,R$ 3,R$ 27,R$ 54,R$ 2.544
https://www.quintoandar.com.br/imovel/895095261/alugar/casa-3-quartos-adalgisa-osasco?from_route=%22search_results%22&house_tags=newAd&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A309%2C%22personalization%22%3Atrue%7D,success,"Casa para alugar com 250m², 3 quartos e 2 vagas",Rua José Aristídes Jofre,250,3,1,3,2.0,,sim,não,não,R$ 5.000,Incluso,R$ 233,R$ 83,R$ 129,R$ 5.445
https://www.quintoandar.com.br/imovel/893649656/alugar/casa-2-quartos-adalgisa-osasco?from_route=%22search_results%22&house_tags=rentPriceDecreased&search_id=%2292e7e941-8b51-45ce-8abf-3acd78d4f21f%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A384%2C%22personalization%22%3Atrue%7D,success,"Casa para alugar com 250m², 2 quartos e 2 vagas",Rua Manoel Martin,250,2,0,1,2.0,,sim,não,não,R$ 3.300,Incluso,R$ 184,R$ 55,R$ 85,R$ 3.624
