pet,mobiliado,metro_proximo,area,quartos,suite,banheiros,aluguel,condominio,iptu,seguro_incendio,taxa_servico,total,cost_per_m2,cluster
0,1,1,55.0,1.0,1,2.0,3500.0,1045.0,142.0,45.0,90.0,4822.0,63.64,0
1,0,1,85.0,2.0,0,2.0,3500.0,1200.0,10.0,45.0,90.0,4845.0,41.18,4
1,0,1,85.0,2.0,0,2.0,3500.0,1200.0,10.0,45.0,90.0,4845.0,41.18,4
1,1,1,40.0,1.0,1,1.0,3500.0,1250.0,92.0,45.0,90.0,4977.0,87.5,0
0,0,1,49.0,2.0,0,1.0,3500.0,1167.0,208.0,45.0,90.0,5010.0,71.43,4
0,0,1,49.0,2.0,0,1.0,3500.0,1167.0,208.0,45.0,90.0,5010.0,71.43,4
0,1,0,80.0,2.0,1,2.0,3500.0,1200.0,180.0,45.0,90.0,5015.0,43.75,4
1,0,1,60.0,1.0,1,1.0,3500.0,1300.0,121.0,45.0,90.0,5056.0,58.33,4
1,0,1,60.0,1.0,1,1.0,3500.0,1300.0,121.0,45.0,90.0,5056.0,58.33,4
1,0,0,70.0,2.0,0,1.0,3500.0,1123.0,405.0,45.0,90.0,5163.0,50.0,4
1,0,0,70.0,2.0,0,1.0,3500.0,1123.0,405.0,45.0,90.0,5163.0,50.0,4
1,0,0,70.0,2.0,0,1.0,3500.0,1123.0,405.0,45.0,90.0,5163.0,50.0,4
1,0,0,62.0,2.0,1,2.0,3500.0,1494.0,169.0,45.0,90.0,5298.0,56.45,4
1,1,1,46.0,1.0,0,1.0,3500.0,1490.0,417.0,45.0,90.0,5542.0,76.09,0
1,0,0,33.0,1.0,0,1.0,3500.0,1215.0,1829.0,45.0,90.0,6679.0,106.06,0
1,0,0,33.0,1.0,0,1.0,3500.0,1215.0,1829.0,45.0,90.0,6679.0,106.06,0
1,0,1,44.0,1.0,0,1.0,3502.0,1100.0,350.0,45.0,90.0,5087.0,79.59,4
1,0,1,44.0,1.0,0,1.0,3502.0,1100.0,350.0,45.0,90.0,5087.0,79.59,4
1,0,1,44.0,1.0,0,1.0,3502.0,1100.0,350.0,45.0,90.0,5087.0,79.59,4
1,0,1,24.0,1.0,1,1.0,3510.0,500.0,125.0,45.0,90.0,4270.0,146.25,0
1,0,1,24.0,1.0,1,1.0,3510.0,500.0,125.0,45.0,90.0,4270.0,146.25,0
1,0,1,24.0,1.0,1,1.0,3510.0,500.0,125.0,45.0,90.0,4270.0,146.25,0
0,1,1,30.0,1.0,1,1.0,3515.0,766.0,91.0,45.0,91.0,4508.0,117.17,0
0,1,1,26.0,1.0,1,1.0,3520.0,506.0,13.0,45.0,91.0,4175.0,135.38,0
0,1,1,26.0,1.0,1,1.0,3520.0,506.0,13.0,45.0,91.0,4175.0,135.38,0
1,0,1,78.0,3.0,2,3.0,3520.0,1070.0,15.0,45.0,91.0,4741.0,45.13,3
1,1,1,25.0,1.0,1,1.0,3528.0,450.0,0.0,45.0,91.0,4123.0,141.12,0
1,1,1,25.0,1.0,1,1.0,3528.0,450.0,0.0,45.0,91.0,4123.0,141.12,0
1,1,1,32.0,1.0,0,1.0,3547.0,560.0,0.0,45.0,91.0,4243.0,110.84,0
1,1,1,32.0,1.0,0,1.0,3547.0,560.0,0.0,45.0,91.0,4243.0,110.84,0
1,0,1,62.0,1.0,1,2.0,3550.0,650.0,323.0,45.0,91.0,4659.0,57.26,4
1,0,1,62.0,1.0,1,2.0,3550.0,650.0,323.0,45.0,91.0,4659.0,57.26,4
0,1,1,35.0,1.0,1,1.0,3550.0,960.0,244.0,45.0,91.0,4890.0,101.43,0
0,1,1,35.0,1.0,1,1.0,3550.0,960.0,244.0,45.0,91.0,4890.0,101.43,0
1,0,1,90.0,3.0,1,2.0,3562.0,2374.0,585.0,46.0,92.0,6659.0,39.58,3
1,0,1,90.0,3.0,1,2.0,3562.0,2374.0,585.0,46.0,92.0,6659.0,39.58,3
0,1,1,38.0,1.0,0,1.0,3574.0,570.0,209.0,46.0,92.0,4491.0,94.05,0
0,1,1,38.0,1.0,0,1.0,3574.0,570.0,209.0,46.0,92.0,4491.0,94.05,0
1,1,0,25.0,1.0,1,1.0,3580.0,320.0,0.0,46.0,92.0,4038.0,143.2,0
1,1,0,25.0,1.0,1,1.0,3580.0,320.0,0.0,46.0,92.0,4038.0,143.2,0
1,0,1,65.0,2.0,0,2.0,3588.0,990.0,0.0,46.0,92.0,4716.0,55.2,4
1,0,1,65.0,2.0,0,2.0,3588.0,990.0,0.0,46.0,92.0,4716.0,55.2,4
1,0,1,68.0,2.0,1,2.0,3590.0,430.0,191.0,46.0,92.0,4349.0,52.79,4
1,0,0,250.0,3.0,1,2.0,3600.0,0.0,59.0,60.0,93.0,3812.0,14.4,4
1,0,0,150.0,2.0,0,1.0,3600.0,0.0,116.0,60.0,93.0,3869.0,24.0,4
1,0,0,150.0,2.0,0,1.0,3600.0,0.0,116.0,60.0,93.0,3869.0,24.0,4
1,0,0,150.0,2.0,0,1.0,3600.0,0.0,116.0,60.0,93.0,3869.0,24.0,4
1,0,0,150.0,2.0,0,1.0,3600.0,0.0,116.0,60.0,93.0,3869.0,24.0,4
1,1,0,160.0,3.0,0,1.0,3600.0,0.0,250.0,60.0,93.0,4003.0,22.5,4
1,0,1,420.0,2.0,0,1.0,3600.0,0.0,289.0,60.0,93.0,4042.0,8.57,4
0,0,0,120.0,2.0,0,1.0,3600.0,0.0,291.0,60.0,93.0,4044.0,30.0,4
0,1,1,34.0,2.0,0,1.0,3600.0,320.0,68.0,46.0,93.0,4127.0,105.88,0
0,1,1,34.0,2.0,0,1.0,3600.0,320.0,68.0,46.0,93.0,4127.0,105.88,0
1,0,1,34.0,2.0,0,1.0,3600.0,400.0,0.0,46.0,93.0,4139.0,105.88,0
1,0,1,34.0,2.0,0,1.0,3600.0,400.0,0.0,46.0,93.0,4139.0,105.88,0
1,1,1,31.0,1.0,0,1.0,3600.0,400.0,0.0,46.0,93.0,4212.0,116.13,0
1,0,0,40.0,2.0,0,1.0,3600.0,433.0,50.0,46.0,93.0,4222.0,90.0,4
1,0,0,58.0,2.0,1,2.0,3600.0,500.0,3.0,46.0,93.0,4242.0,62.07,4
1,0,0,58.0,2.0,1,2.0,3600.0,500.0,3.0,46.0,93.0,4242.0,62.07,4
1,0,0,58.0,2.0,1,2.0,3600.0,500.0,3.0,46.0,93.0,4242.0,62.07,4
1,0,0,57.0,3.0,0,1.0,3600.0,450.0,80.0,46.0,93.0,4269.0,63.16,4
1,0,0,57.0,3.0,0,1.0,3600.0,450.0,80.0,46.0,93.0,4269.0,63.16,4
1,0,0,57.0,3.0,0,1.0,3600.0,450.0,80.0,46.0,93.0,4269.0,63.16,4
1,0,0,57.0,3.0,0,1.0,3600.0,450.0,80.0,46.0,93.0,4269.0,63.16,4
1,1,1,32.0,1.0,0,1.0,3600.0,596.0,0.0,46.0,93.0,4335.0,112.5,0
1,1,1,32.0,1.0,0,1.0,3600.0,596.0,0.0,46.0,93.0,4335.0,112.5,0
0,1,1,27.0,1.0,1,1.0,3600.0,500.0,100.0,46.0,93.0,4339.0,133.33,0
1,1,1,24.0,1.0,1,1.0,3600.0,650.0,0.0,46.0,93.0,4389.0,150.0,0
1,1,1,24.0,1.0,1,1.0,3600.0,650.0,0.0,46.0,93.0,4389.0,150.0,0
1,1,1,24.0,1.0,1,1.0,3600.0,650.0,0.0,46.0,93.0,4389.0,150.0,0
1,1,1,24.0,1.0,1,1.0,3600.0,650.0,0.0,46.0,93.0,4389.0,150.0,0
1,0,1,30.0,1.0,1,1.0,3600.0,587.0,92.0,46.0,93.0,4418.0,120.0,0
1,0,1,30.0,1.0,1,1.0,3600.0,587.0,92.0,46.0,93.0,4418.0,120.0,0
1,0,1,30.0,1.0,1,1.0,3600.0,587.0,92.0,46.0,93.0,4418.0,120.0,0
1,0,1,30.0,1.0,1,1.0,3600.0,587.0,92.0,46.0,93.0,4418.0,120.0,0
1,1,0,31.0,1.0,1,1.0,3600.0,603.0,93.0,46.0,93.0,4435.0,116.13,0
1,1,0,31.0,1.0,1,1.0,3600.0,603.0,93.0,46.0,93.0,4435.0,116.13,0
1,1,0,31.0,1.0,1,1.0,3600.0,603.0,93.0,46.0,93.0,4435.0,116.13,0
1,1,0,31.0,1.0,1,1.0,3600.0,603.0,93.0,46.0,93.0,4435.0,116.13,0
1,1,0,34.0,1.0,0,1.0,3600.0,534.0,179.0,46.0,93.0,4452.0,105.88,0
1,1,0,34.0,1.0,0,1.0,3600.0,534.0,179.0,46.0,93.0,4452.0,105.88,0
1,1,0,34.0,1.0,0,1.0,3600.0,534.0,179.0,46.0,93.0,4452.0,105.88,0
1,1,1,27.0,1.0,1,1.0,3600.0,520.0,267.0,46.0,93.0,4526.0,133.33,0
1,1,1,27.0,1.0,1,1.0,3600.0,520.0,267.0,46.0,93.0,4526.0,133.33,0
1,1,1,28.0,1.0,0,1.0,3600.0,672.0,129.0,46.0,93.0,4540.0,128.57,0
1,1,1,28.0,1.0,0,1.0,3600.0,672.0,129.0,46.0,93.0,4540.0,128.57,0
1,1,1,30.0,1.0,0,1.0,3600.0,788.0,17.0,46.0,93.0,4544.0,120.0,0
1,1,0,33.0,1.0,0,1.0,3600.0,730.0,76.0,46.0,93.0,4545.0,109.09,0
1,1,0,33.0,1.0,0,1.0,3600.0,730.0,76.0,46.0,93.0,4545.0,109.09,0
1,1,0,33.0,1.0,0,1.0,3600.0,730.0,76.0,46.0,93.0,4545.0,109.09,0
0,1,1,25.0,1.0,1,1.0,3600.0,612.0,209.0,46.0,93.0,4560.0,144.0,0
0,1,1,25.0,1.0,1,1.0,3600.0,612.0,209.0,46.0,93.0,4560.0,144.0,0
1,1,1,32.0,1.0,0,1.0,3600.0,650.0,203.0,46.0,93.0,4592.0,112.5,0
1,0,1,108.0,3.0,1,3.0,3600.0,940.0,46.0,46.0,93.0,4725.0,33.33,3
1,1,1,63.0,1.0,1,2.0,3600.0,965.0,30.0,46.0,93.0,4734.0,57.14,4
1,1,1,63.0,1.0,1,2.0,3600.0,965.0,30.0,46.0,93.0,4734.0,57.14,4
1,1,1,63.0,1.0,1,2.0,3600.0,965.0,30.0,46.0,93.0,4734.0,57.14,4
1,0,1,109.0,3.0,0,1.0,3600.0,875.0,132.0,46.0,93.0,4746.0,33.03,4
1,0,0,50.0,1.0,0,2.0,3600.0,1005.0,17.0,46.0,93.0,4761.0,72.0,4
1,0,0,50.0,1.0,0,2.0,3600.0,1005.0,17.0,46.0,93.0,4761.0,72.0,4
1,1,1,28.0,1.0,0,1.0,3600.0,1200.0,10.0,46.0,93.0,4949.0,128.57,0
1,1,1,28.0,1.0,0,1.0,3600.0,1200.0,10.0,46.0,93.0,4949.0,128.57,0
0,1,0,70.0,2.0,0,1.0,3600.0,1000.0,310.0,46.0,93.0,5049.0,51.43,4
0,1,1,32.0,1.0,0,1.0,3600.0,1100.0,248.0,46.0,93.0,5087.0,112.5,0
0,1,1,28.0,1.0,1,1.0,3630.0,460.0,6.0,46.0,94.0,4236.0,129.64,0
1,0,0,111.0,3.0,0,2.0,3631.0,0.0,335.0,47.0,94.0,4107.0,32.71,4
1,0,0,111.0,3.0,0,2.0,3631.0,0.0,335.0,47.0,94.0,4107.0,32.71,4
1,0,0,111.0,3.0,0,2.0,3631.0,0.0,335.0,47.0,94.0,4107.0,32.71,4
0,1,1,28.0,1.0,1,1.0,3640.0,642.0,0.0,47.0,94.0,4423.0,130.0,0
0,1,1,28.0,1.0,1,1.0,3640.0,642.0,0.0,47.0,94.0,4423.0,130.0,0
0,1,1,28.0,1.0,1,1.0,3640.0,672.0,0.0,47.0,94.0,4453.0,130.0,0
0,1,1,28.0,1.0,1,1.0,3640.0,672.0,0.0,47.0,94.0,4453.0,130.0,0
0,1,1,28.0,1.0,0,1.0,3640.0,672.0,129.0,47.0,94.0,4582.0,130.0,0
1,1,1,28.0,1.0,0,1.0,3640.0,672.0,129.0,47.0,94.0,4582.0,130.0,0
1,1,1,28.0,1.0,0,1.0,3640.0,672.0,129.0,47.0,94.0,4582.0,130.0,0
0,1,1,28.0,1.0,0,1.0,3640.0,672.0,129.0,47.0,94.0,4582.0,130.0,0
0,1,1,30.0,1.0,1,1.0,3650.0,515.0,90.0,47.0,94.0,4396.0,121.67,0
0,1,1,30.0,1.0,1,1.0,3650.0,515.0,90.0,47.0,94.0,4396.0,121.67,0
0,1,1,30.0,1.0,1,1.0,3650.0,515.0,90.0,47.0,94.0,4396.0,121.67,0
0,1,1,30.0,1.0,1,1.0,3650.0,515.0,90.0,47.0,94.0,4396.0,121.67,0
1,1,1,25.0,1.0,1,1.0,3650.0,650.0,10.0,47.0,94.0,4451.0,146.0,0
1,1,1,24.0,1.0,0,1.0,3660.0,420.0,0.0,47.0,94.0,4221.0,152.5,0
1,1,1,24.0,1.0,0,1.0,3660.0,420.0,0.0,47.0,94.0,4221.0,152.5,0
1,1,1,24.0,1.0,0,1.0,3660.0,420.0,0.0,47.0,94.0,4221.0,152.5,0
1,0,1,64.0,2.0,1,2.0,3669.0,544.0,169.0,47.0,95.0,4524.0,57.33,4
1,0,0,64.0,2.0,1,2.0,3672.0,1360.0,362.0,47.0,95.0,5536.0,57.38,3
1,1,1,37.0,1.0,0,1.0,3689.0,574.0,125.0,47.0,95.0,4530.0,99.7,0
1,1,1,31.0,1.0,0,1.0,3699.0,650.0,125.0,47.0,95.0,4616.0,119.32,0
1,1,1,31.0,1.0,0,1.0,3699.0,650.0,125.0,47.0,95.0,4616.0,119.32,0
1,0,1,86.0,2.0,0,1.0,3700.0,438.0,0.0,47.0,95.0,4280.0,43.02,4
1,1,1,26.0,1.0,0,1.0,3700.0,442.0,2.0,47.0,95.0,4286.0,142.31,0
0,0,0,40.0,2.0,0,1.0,3700.0,433.0,50.0,47.0,95.0,4325.0,92.5,4
1,1,1,24.0,1.0,1,1.0,3700.0,468.0,54.0,47.0,95.0,4364.0,154.17,0
1,1,1,24.0,1.0,1,1.0,3700.0,468.0,54.0,47.0,95.0,4364.0,154.17,0
1,1,1,24.0,1.0,1,1.0,3700.0,468.0,54.0,47.0,95.0,4364.0,154.17,0
1,1,1,24.0,1.0,1,1.0,3700.0,468.0,54.0,47.0,95.0,4364.0,154.17,0
0,0,1,41.0,1.0,0,1.0,3700.0,400.0,161.0,47.0,95.0,4403.0,90.24,0
0,0,1,62.0,3.0,1,2.0,3700.0,570.0,55.0,47.0,95.0,4467.0,59.68,4
0,0,1,62.0,3.0,1,2.0,3700.0,570.0,55.0,47.0,95.0,4467.0,59.68,4
0,0,1,62.0,3.0,1,2.0,3700.0,570.0,55.0,47.0,95.0,4467.0,59.68,4
1,1,1,27.0,1.0,1,1.0,3700.0,652.0,42.0,47.0,95.0,4536.0,137.04,0
1,1,1,27.0,1.0,1,1.0,3700.0,652.0,42.0,47.0,95.0,4536.0,137.04,0
1,1,1,27.0,1.0,1,1.0,3700.0,652.0,42.0,47.0,95.0,4536.0,137.04,0
0,1,1,28.0,1.0,0,1.0,3700.0,670.0,109.0,47.0,95.0,4621.0,132.14,0
0,0,1,33.0,1.0,0,1.0,3700.0,700.0,116.0,47.0,95.0,4658.0,112.12,0
0,0,1,33.0,1.0,0,1.0,3700.0,700.0,116.0,47.0,95.0,4658.0,112.12,0
1,0,1,34.0,1.0,1,1.0,3700.0,800.0,100.0,47.0,95.0,4742.0,108.82,0
1,1,1,36.0,1.0,0,1.0,3700.0,727.0,176.0,47.0,95.0,4745.0,102.78,0
1,1,1,36.0,1.0,0,1.0,3700.0,727.0,176.0,47.0,95.0,4745.0,102.78,0
0,0,1,53.0,2.0,0,1.0,3700.0,858.0,84.0,47.0,95.0,4784.0,69.81,4
0,0,1,53.0,2.0,0,1.0,3700.0,858.0,84.0,47.0,95.0,4784.0,69.81,4
1,0,0,91.0,3.0,0,1.0,3700.0,1217.0,109.0,47.0,95.0,5168.0,40.66,4
1,1,1,35.0,1.0,1,1.0,3710.0,550.0,0.0,48.0,96.0,4404.0,106.0,0
1,0,1,32.0,1.0,0,1.0,3720.0,1315.0,0.0,48.0,96.0,5179.0,116.25,0
1,0,1,32.0,1.0,0,1.0,3720.0,1315.0,0.0,48.0,96.0,5179.0,116.25,0
1,1,1,27.0,1.0,0,1.0,3730.0,900.0,150.0,48.0,96.0,4924.0,138.15,0
1,1,1,27.0,1.0,0,1.0,3730.0,900.0,150.0,48.0,96.0,4924.0,138.15,0
1,1,1,25.0,1.0,0,1.0,3750.0,500.0,0.0,48.0,97.0,4395.0,150.0,0
1,1,1,25.0,1.0,0,1.0,3750.0,500.0,0.0,48.0,97.0,4395.0,150.0,0
1,1,1,25.0,1.0,0,1.0,3750.0,500.0,0.0,48.0,97.0,4395.0,150.0,0
1,0,1,38.0,1.0,1,1.0,3750.0,530.0,25.0,48.0,97.0,4450.0,98.68,0
1,0,1,38.0,1.0,1,1.0,3750.0,530.0,25.0,48.0,97.0,4450.0,98.68,0
0,1,1,25.0,1.0,0,1.0,3750.0,500.0,84.0,48.0,97.0,4479.0,150.0,0
1,1,1,26.0,1.0,0,1.0,3750.0,600.0,0.0,48.0,97.0,4495.0,144.23,0
1,1,1,26.0,1.0,0,1.0,3750.0,600.0,0.0,48.0,97.0,4495.0,144.23,0
0,1,1,32.0,1.0,1,1.0,3750.0,450.0,153.0,48.0,97.0,4498.0,117.19,0
0,1,1,32.0,1.0,1,1.0,3750.0,450.0,153.0,48.0,97.0,4498.0,117.19,0
1,0,0,52.0,2.0,0,1.0,3750.0,640.0,0.0,48.0,97.0,4535.0,72.12,4
1,0,0,52.0,2.0,0,1.0,3750.0,640.0,0.0,48.0,97.0,4535.0,72.12,4
0,1,1,32.0,2.0,1,1.0,3750.0,1350.0,212.0,48.0,97.0,5457.0,117.19,0
1,0,1,78.0,2.0,0,1.0,3750.0,1489.0,172.0,48.0,97.0,5556.0,48.08,4
1,0,0,500.0,2.0,0,3.0,3754.0,0.0,578.0,63.0,97.0,4492.0,7.51,3
1,0,0,117.0,2.0,1,2.0,3756.0,1100.0,317.0,63.0,97.0,5333.0,32.1,3
1,1,0,168.0,3.0,1,4.0,3760.0,0.0,220.0,63.0,97.0,4140.0,22.38,3
0,0,0,150.0,3.0,0,3.0,3763.0,0.0,112.0,63.0,97.0,4035.0,25.09,4
0,0,0,150.0,3.0,0,3.0,3763.0,0.0,112.0,63.0,97.0,4035.0,25.09,4
0,1,1,32.0,1.0,0,1.0,3765.0,859.0,78.0,48.0,97.0,4847.0,117.66,0
0,1,1,32.0,1.0,0,1.0,3765.0,859.0,78.0,48.0,97.0,4847.0,117.66,0
0,1,1,63.0,2.0,0,2.0,3773.0,295.0,78.0,48.0,97.0,4291.0,59.89,4
0,1,1,63.0,2.0,0,2.0,3773.0,295.0,78.0,48.0,97.0,4291.0,59.89,4
1,1,1,29.0,1.0,0,1.0,3774.0,450.0,148.0,48.0,97.0,4517.0,130.14,0
1,1,1,29.0,1.0,0,1.0,3774.0,450.0,148.0,48.0,97.0,4517.0,130.14,0
1,1,1,83.0,2.0,1,2.0,3774.0,1113.0,110.0,48.0,97.0,5142.0,45.47,4
1,1,0,91.0,3.0,1,2.0,3774.0,1270.0,334.0,48.0,97.0,5523.0,41.47,3
1,1,1,25.0,1.0,0,1.0,3780.0,650.0,92.0,48.0,97.0,4667.0,151.2,0
1,1,1,25.0,1.0,0,1.0,3780.0,650.0,92.0,48.0,97.0,4667.0,151.2,0
1,1,1,25.0,1.0,0,1.0,3780.0,650.0,92.0,48.0,97.0,4667.0,151.2,0
1,1,1,25.0,1.0,0,1.0,3780.0,650.0,92.0,48.0,97.0,4667.0,151.2,0
1,1,1,25.0,1.0,0,1.0,3780.0,650.0,92.0,48.0,97.0,4667.0,151.2,0
1,1,1,25.0,1.0,0,1.0,3780.0,650.0,92.0,48.0,97.0,4667.0,151.2,0
1,0,1,80.0,3.0,1,2.0,3780.0,1514.0,217.0,48.0,97.0,5656.0,47.25,3
1,0,1,34.0,1.0,0,1.0,3800.0,300.0,0.0,49.0,98.0,4247.0,111.76,0
1,0,1,34.0,1.0,0,1.0,3800.0,300.0,0.0,49.0,98.0,4247.0,111.76,0
1,1,1,24.0,1.0,1,1.0,3800.0,381.0,0.0,49.0,98.0,4328.0,158.33,0
1,1,1,24.0,1.0,1,1.0,3800.0,381.0,0.0,49.0,98.0,4328.0,158.33,0
1,1,1,27.0,1.0,1,1.0,3800.0,400.0,0.0,49.0,98.0,4347.0,140.74,0
0,1,1,32.0,1.0,1,1.0,3800.0,435.0,0.0,49.0,98.0,4382.0,118.75,0
0,1,1,32.0,1.0,1,1.0,3800.0,435.0,0.0,49.0,98.0,4382.0,118.75,0
1,1,0,41.0,2.0,0,1.0,3800.0,400.0,45.0,49.0,98.0,4392.0,92.68,4
1,1,0,41.0,2.0,0,1.0,3800.0,400.0,45.0,49.0,98.0,4392.0,92.68,4
1,1,0,40.0,1.0,0,1.0,3800.0,460.0,5.0,49.0,98.0,4412.0,95.0,0
1,1,1,25.0,1.0,1,1.0,3800.0,499.0,0.0,49.0,98.0,4446.0,152.0,0
1,0,1,74.0,2.0,1,2.0,3800.0,348.0,161.0,49.0,98.0,4456.0,51.35,4
1,0,0,147.0,3.0,0,2.0,3800.0,0.0,500.0,63.0,98.0,4461.0,25.85,4
1,1,0,70.0,2.0,0,1.0,3800.0,517.0,0.0,49.0,98.0,4464.0,54.29,4
1,1,0,70.0,2.0,0,1.0,3800.0,517.0,0.0,49.0,98.0,4464.0,54.29,4
1,1,0,70.0,2.0,0,1.0,3800.0,517.0,0.0,49.0,98.0,4464.0,54.29,4
1,1,1,29.0,1.0,1,1.0,3800.0,480.0,42.0,49.0,98.0,4469.0,131.03,0
1,1,1,19.0,1.0,0,1.0,3800.0,480.0,75.0,49.0,98.0,4502.0,200.0,0
1,1,1,19.0,1.0,0,1.0,3800.0,480.0,75.0,49.0,98.0,4502.0,200.0,0
1,1,0,35.0,1.0,1,1.0,3800.0,550.0,45.0,49.0,98.0,4542.0,108.57,0
1,1,0,35.0,1.0,1,1.0,3800.0,550.0,45.0,49.0,98.0,4542.0,108.57,0
1,1,0,35.0,1.0,1,1.0,3800.0,550.0,45.0,49.0,98.0,4542.0,108.57,0
0,1,1,30.0,1.0,0,1.0,3800.0,620.0,0.0,49.0,98.0,4567.0,126.67,0
0,1,1,25.0,1.0,1,1.0,3800.0,737.0,0.0,49.0,98.0,4684.0,152.0,0
1,1,1,60.0,3.0,0,1.0,3800.0,600.0,150.0,49.0,98.0,4697.0,63.33,4
0,1,0,30.0,1.0,0,1.0,3800.0,712.0,55.0,49.0,98.0,4714.0,126.67,0
0,1,0,30.0,1.0,0,1.0,3800.0,712.0,55.0,49.0,98.0,4714.0,126.67,0
0,1,0,30.0,1.0,0,1.0,3800.0,712.0,55.0,49.0,98.0,4714.0,126.67,0
0,1,0,30.0,1.0,0,1.0,3800.0,712.0,55.0,49.0,98.0,4714.0,126.67,0
0,1,1,30.0,1.0,1,1.0,3800.0,700.0,104.0,49.0,98.0,4751.0,126.67,0
0,1,1,30.0,1.0,1,1.0,3800.0,700.0,104.0,49.0,98.0,4751.0,126.67,0
0,1,0,28.0,1.0,1,1.0,3800.0,820.0,0.0,49.0,98.0,4767.0,135.71,0
0,1,0,28.0,1.0,1,1.0,3800.0,820.0,0.0,49.0,98.0,4767.0,135.71,0
0,1,0,28.0,1.0,1,1.0,3800.0,820.0,0.0,49.0,98.0,4767.0,135.71,0
1,1,1,35.0,1.0,1,1.0,3800.0,732.0,150.0,49.0,98.0,4829.0,108.57,0
1,1,1,35.0,1.0,1,1.0,3800.0,732.0,150.0,49.0,98.0,4829.0,108.57,0
1,1,0,72.0,3.0,1,2.0,3800.0,800.0,109.0,49.0,98.0,4856.0,52.78,3
1,0,1,49.0,1.0,1,1.0,3800.0,900.0,111.0,49.0,98.0,4958.0,77.55,0
1,0,1,80.0,2.0,0,1.0,3800.0,960.0,61.0,49.0,98.0,4968.0,47.5,4
1,0,0,63.0,2.0,1,2.0,3800.0,1114.0,154.0,49.0,98.0,5215.0,60.32,4
1,0,0,63.0,2.0,1,2.0,3800.0,1114.0,154.0,49.0,98.0,5215.0,60.32,4
1,1,0,42.0,1.0,1,1.0,3800.0,1146.0,124.0,49.0,98.0,5217.0,90.48,0
1,0,0,139.0,3.0,2,3.0,3800.0,1050.0,250.0,49.0,98.0,5247.0,27.34,3
0,0,0,73.0,3.0,1,2.0,3800.0,1175.0,131.0,49.0,98.0,5253.0,52.05,3
0,0,0,73.0,3.0,1,2.0,3800.0,1175.0,131.0,49.0,98.0,5253.0,52.05,3
0,0,1,51.0,2.0,0,2.0,3800.0,1080.0,250.0,49.0,98.0,5277.0,74.51,4
0,0,1,51.0,2.0,0,2.0,3800.0,1080.0,250.0,49.0,98.0,5277.0,74.51,4
1,0,1,69.0,2.0,0,3.0,3800.0,1200.0,300.0,49.0,83.0,5432.0,55.07,4
1,0,1,69.0,2.0,0,3.0,3800.0,1200.0,300.0,49.0,83.0,5432.0,55.07,4
1,0,1,69.0,2.0,0,3.0,3800.0,1200.0,300.0,49.0,83.0,5432.0,55.07,4
1,1,1,24.0,1.0,0,1.0,3800.0,1471.0,106.0,49.0,98.0,5524.0,158.33,0
0,0,1,58.0,1.0,1,2.0,3800.0,1362.0,242.0,49.0,98.0,5551.0,65.52,4
1,1,1,82.0,2.0,1,2.0,3800.0,1400.0,309.0,49.0,98.0,5656.0,46.34,3
0,1,1,36.0,1.0,1,1.0,3800.0,1552.0,166.0,49.0,98.0,5665.0,105.56,0
0,1,1,36.0,1.0,1,1.0,3800.0,1552.0,166.0,49.0,98.0,5665.0,105.56,0
0,1,1,36.0,1.0,1,1.0,3800.0,1552.0,166.0,49.0,98.0,5665.0,105.56,0
1,0,0,78.0,2.0,0,2.0,3800.0,1600.0,125.0,49.0,98.0,5672.0,48.72,4
0,1,1,93.0,2.0,1,3.0,3800.0,3000.0,490.0,49.0,98.0,7437.0,40.86,3
0,1,1,93.0,2.0,1,3.0,3800.0,3000.0,490.0,49.0,98.0,7437.0,40.86,3
1,0,0,60.0,2.0,1,2.0,3830.0,1000.0,159.0,49.0,99.0,5137.0,63.83,4
1,0,1,100.0,2.0,1,2.0,3836.0,300.0,77.0,49.0,99.0,4361.0,38.36,4
0,0,0,140.0,3.0,1,3.0,3840.0,0.0,0.0,49.0,99.0,3988.0,27.43,4
1,0,1,45.0,2.0,0,1.0,3850.0,590.0,133.0,49.0,99.0,4721.0,85.56,4
1,0,1,45.0,2.0,0,1.0,3850.0,590.0,133.0,49.0,99.0,4721.0,85.56,4
1,1,0,58.0,2.0,1,2.0,3850.0,554.0,199.0,49.0,99.0,4751.0,66.38,4
0,1,1,36.0,1.0,1,1.0,3850.0,655.0,105.0,49.0,99.0,4758.0,106.94,0
0,1,1,36.0,1.0,1,1.0,3850.0,655.0,105.0,49.0,99.0,4758.0,106.94,0
0,1,1,32.0,1.0,1,1.0,3850.0,1000.0,1.0,49.0,99.0,4999.0,120.31,0
0,1,1,32.0,1.0,1,1.0,3850.0,1000.0,1.0,49.0,99.0,4999.0,120.31,0
1,0,1,71.0,2.0,0,2.0,3850.0,1164.0,297.0,49.0,99.0,5459.0,54.23,4
1,0,1,71.0,2.0,0,2.0,3850.0,1164.0,297.0,49.0,99.0,5459.0,54.23,4
1,0,1,70.0,2.0,0,1.0,3850.0,1338.0,313.0,49.0,99.0,5649.0,55.0,4
1,1,1,30.0,1.0,0,1.0,3860.0,550.0,3.0,49.0,99.0,4561.0,128.67,0
1,1,1,30.0,1.0,0,1.0,3860.0,550.0,3.0,49.0,99.0,4561.0,128.67,0
1,1,1,30.0,1.0,0,1.0,3860.0,550.0,3.0,49.0,99.0,4561.0,128.67,0
